Date,Campaing_Name,Ad-group,Trip_id,Keyword,Impressions,Clicks,CTR,Cost,Conversion Rate
2015-03-13,Egzotyczne destynacje,All Inclusive 2015,YiWhybn8,nieodkryte miejsca,88774,65265,"73,52","834,51","1,28"
2023-05-19,Wakacje budżetowe,Nowe Destynacje 2023,Nu4roww1,oszczędne podróże,37432,5702,"15,23","3296,62","5,16"
2023-09-16,Wakacje dla seniorów,First Minute 2023,RjKYStjg,relaks i wellness,10265,1382,"13,46","4325,79","23,39"
2024-10-04,Relaks i wellness,Oferty Specjalne 2024,vGMbH2C3,spa,5602,4156,"74,19","2304,90","18,15"
2023-03-07,Wakacje z dziećmi,Nowe Destynacje 2023,awx70anL,rodzinne wakacje,75620,43633,"57,70","210,54","0,56"
2021-10-26,Rodzinne wakacje,Last Minute 2021,XBTXnYwO,rodzinne wakacje,13197,452,"3,43","4911,73","14,60"
2020-09-13,Luksusowe podróże,Oferty Specjalne 2020,nTqieFIN,5-gwiazdek,4302,3417,"79,43","4689,77","14,83"
2021-07-09,Wakacje dla seniorów,Pakiety Wakacyjne 2021,wV0Cce8q,relaks i wellness,97417,51779,"53,15","2052,23","7,39"
2019-01-04,Przygoda i eksploracja,All Inclusive 2019,NZJARImW,egzotyka,6717,557,"8,29","2460,44","25,69"
2021-09-19,Relaks i wellness,Nowe Destynacje 2021,MZpdinKT,joga,46632,37295,"79,98","4867,11","16,68"
2016-06-25,Luksusowe podróże,Last Minute 2016,BT56GMnp,wysoki standard,50867,9256,"18,20","4400,79","21,30"
2018-12-17,Wakacje dla par,First Minute 2018,UaP3bgSR,luksusowe podróże,54230,48979,"90,32","4563,59","15,52"
2022-01-16,Przygoda i eksploracja,First Minute 2022,JIBJ8Fd6,ekstremalne,83748,45377,"54,18","4819,52","29,56"
2021-12-06,Wakacje dla seniorów,Nowe Destynacje 2021,tKMm1MZh,relaks i wellness,59908,45066,"75,23","1903,45","12,36"
2023-09-20,Relaks i wellness,Pakiety Wakacyjne 2023,A5zwqGgR,zdrowie,44278,10665,"24,09","2122,05","15,63"
2017-05-19,Rodzinne wakacje,Pakiety Wakacyjne 2017,KytQ8sHA,rodzinne wakacje,64737,56075,"86,62","2815,79","0,64"
2022-04-08,Wakacje z dziećmi,Nowe Destynacje 2022,w5iGwbIV,rodzinne wakacje,84749,29861,"35,23","2915,20","20,18"
2016-12-12,Egzotyczne destynacje,Pakiety Wakacyjne 2016,7uCe5T0m,plaże,7563,1913,"25,29","1523,26","17,31"
2017-12-17,Rodzinne wakacje,Last Minute 2017,q8TPFB48,dla dzieci,14551,6362,"43,72","623,02","23,10"
2018-09-03,Wakacje dla seniorów,First Minute 2018,in5ugH6X,dla seniorów,18739,5150,"27,48","4138,70","13,63"
2022-01-01,Wakacje z dziećmi,Pakiety Wakacyjne 2022,ZYDOCEXO,animacje dla dzieci,53131,16763,"31,55","2601,53","17,33"
2017-07-30,Egzotyczne destynacje,Oferty Specjalne 2017,yeyGT95v,nieodkryte miejsca,66057,34566,"52,33","444,72","27,43"
2019-05-21,Rodzinne wakacje,Oferty Specjalne 2019,MY9L3wvs,rodzinne wakacje,36215,17118,"47,27","2371,57","1,76"
2018-01-19,Egzotyczne destynacje,First Minute 2018,DUOGWPMB,egzotyczne destynacje,48518,32847,"67,70","1062,57","9,22"
2019-08-02,Egzotyczne destynacje,Oferty Specjalne 2019,xkyIhKEz,dzika przyroda,72535,21813,"30,07","4404,82","20,07"
2023-01-17,Egzotyczne destynacje,Pakiety Wakacyjne 2023,NZKeWQVQ,plaże,20620,19803,"96,04","3089,37","7,74"
2021-12-31,Relaks i wellness,Nowe Destynacje 2021,8cnLnYIH,relaks i wellness,14751,12238,"82,96","4973,79","27,96"
2020-09-25,Wakacje dla par,Nowe Destynacje 2020,SrhPhMI9,luksusowe podróże,7283,7146,"98,12","98,36","11,86"
2023-11-13,Wakacje dla par,Oferty Specjalne 2023,ddtC8O6b,dla par,49800,37115,"74,53","2769,24","6,17"
2021-04-06,Wakacje dla par,Pakiety Wakacyjne 2021,zK7DMuTR,romantyczne,57255,27508,"48,04","3185,26","18,40"
2016-05-09,Egzotyczne destynacje,All Inclusive 2016,vPIElXya,eksploracja,11885,5698,"47,94","1238,23","22,30"
2016-08-25,Wakacje dla seniorów,Oferty Specjalne 2016,OaH4CS29,spokojne wakacje,96263,69480,"72,18","2471,60","8,81"
2022-09-10,Luksusowe podróże,Last Minute 2022,JDxk6F4I,luksusowe podróże,70780,21467,"30,33","3249,04","7,26"
2016-11-14,Relaks i wellness,Last Minute 2016,sXK0jpZH,joga,56296,32910,"58,46","3448,17","26,18"
2020-01-28,Wakacje z dziećmi,Oferty Specjalne 2020,3bgUlFgN,dla dzieci,77439,33345,"43,06","1205,57","27,36"
2021-10-17,Przygoda i eksploracja,All Inclusive 2021,in8NNcOP,aktywne wakacje,93071,15130,"16,26","3095,92","8,13"
2017-01-19,Egzotyczne destynacje,Pakiety Wakacyjne 2017,kaGnbrhh,przygoda,99278,40735,"41,03","664,74","28,02"
2023-10-20,Wakacje budżetowe,First Minute 2023,VKWG3LbR,budżetowe wakacje,32809,17631,"53,74","793,67","4,61"
2022-04-27,Wakacje z dziećmi,Oferty Specjalne 2022,RAUwS005,animacje dla dzieci,82338,38920,"47,27","2335,74","23,43"
2022-07-08,Egzotyczne destynacje,Oferty Specjalne 2022,F5GlShBP,nieodkryte miejsca,31240,1401,"4,48","1005,08","12,37"
2017-11-23,Wakacje dla par,Nowe Destynacje 2017,7vx82IpA,relaks i wellness,87238,65385,"74,95","1283,44","0,60"
2021-04-05,Wakacje budżetowe,Last Minute 2021,gldAvZ9O,oferty specjalne,83145,44686,"53,74","4382,13","13,48"
2016-07-19,Relaks i wellness,Nowe Destynacje 2016,EVNiRCuy,dla seniorów,89902,83314,"92,67","3834,00","23,31"
2019-03-15,Luksusowe podróże,First Minute 2019,yzWI0xHq,luksusowe podróże,34554,32082,"92,85","3697,20","13,23"
2019-08-19,Przygoda i eksploracja,Pakiety Wakacyjne 2019,UMzelIom,aktywne wakacje,32385,23486,"72,52","4262,16","15,49"
2019-06-19,Wakacje z dziećmi,Nowe Destynacje 2019,DThSbWnz,animacje dla dzieci,81180,1775,"2,19","2212,55","4,87"
2018-10-02,Relaks i wellness,First Minute 2018,NOmQ5yjr,dla seniorów,22048,13242,"60,06","3438,90","2,99"
2017-03-03,Wakacje budżetowe,Nowe Destynacje 2017,VID9jDP8,oferty specjalne,15509,4199,"27,07","4215,61","17,30"
2018-06-25,Luksusowe podróże,Last Minute 2018,8Z5ubC9d,5-gwiazdek,76713,58427,"76,16","3580,21","2,23"
2018-01-29,Wakacje dla par,Oferty Specjalne 2018,VnkcITbE,relaks i wellness,79458,45247,"56,94","4421,35","11,51"
2024-09-11,Relaks i wellness,Pakiety Wakacyjne 2024,kW5zmjpR,zdrowie,82505,17111,"20,74","2941,46","27,55"
2017-01-18,Wakacje dla par,Last Minute 2017,KC1Jhw2c,relaks i wellness,29195,9533,"32,65","3640,14","14,95"
2015-05-28,Luksusowe podróże,First Minute 2015,Z7ILjDAy,luksusowe podróże,94118,78978,"83,91","879,11","27,63"
2024-05-22,Rodzinne wakacje,Pakiety Wakacyjne 2024,iivP5AlY,rodzinne wakacje,8661,1500,"17,32","2781,81","25,05"
2018-01-03,Luksusowe podróże,Last Minute 2018,OmBUmO8L,wysoki standard,60202,48454,"80,49","4511,09","0,40"
2020-09-21,Wakacje z dziećmi,All Inclusive 2020,VS7wbATA,rodzinne wakacje,29093,25590,"87,96","258,52","12,37"
2017-03-31,Rodzinne wakacje,First Minute 2017,UmoRk5j0,rodzinne wakacje,41125,3291,"8,00","980,84","12,00"
2022-12-12,Wakacje dla par,Last Minute 2022,6AxYuBPb,romantyczne,3996,910,"22,77","1765,08","13,49"
2019-11-22,Rodzinne wakacje,Last Minute 2019,O9MJkpZ8,dla dzieci,89753,56911,"63,41","2606,78","17,12"
2017-08-08,Wakacje z dziećmi,Pakiety Wakacyjne 2017,evkhU4Rn,rodzinne wakacje,50321,2450,"4,87","4933,63","2,77"
2020-05-29,Relaks i wellness,All Inclusive 2020,Y3tOd5kS,dla seniorów,63590,13195,"20,75","4971,65","1,17"
2019-04-14,Egzotyczne destynacje,Last Minute 2019,NwRZ0Vxi,nieodkryte miejsca,27540,26675,"96,86","562,48","3,19"
2017-03-06,Wakacje budżetowe,Pakiety Wakacyjne 2017,p8mL0FU6,oferty specjalne,9949,3963,"39,83","3964,92","8,15"
2017-01-05,Rodzinne wakacje,Oferty Specjalne 2017,OhBpAhKY,dla dzieci,76412,17092,"22,37","2420,14","17,38"
2024-09-19,Relaks i wellness,Nowe Destynacje 2024,EhMXut9s,joga,29003,14872,"51,28","1331,82","25,40"
2020-11-08,Wakacje z dziećmi,First Minute 2020,nvO5oOId,dla dzieci,77176,15180,"19,67","443,39","2,99"
2017-08-30,Wakacje dla seniorów,Nowe Destynacje 2017,nMUgKyio,relaks i wellness,97867,65178,"66,60","2467,72","28,97"
2017-12-25,Rodzinne wakacje,All Inclusive 2017,EtacKe3Z,dla dzieci,69916,25955,"37,12","829,23","4,62"
2021-05-02,Wakacje z dziećmi,Oferty Specjalne 2021,DjJWYaLY,rodzinne wakacje,15795,11801,"74,71","2852,07","22,94"
2015-06-25,Wakacje dla seniorów,First Minute 2015,v6cO4Gx0,spokojne wakacje,39339,18276,"46,46","1864,80","11,15"
2022-04-15,Luksusowe podróże,Last Minute 2022,09XcgvvV,luksusowe podróże,56612,3167,"5,59","4178,07","6,24"
2022-05-26,Wakacje dla seniorów,All Inclusive 2022,oIHYN4kH,relaks i wellness,32475,32415,"99,82","2688,49","0,14"
2023-05-10,Relaks i wellness,All Inclusive 2023,AQzPnJRE,joga,15601,697,"4,47","472,92","13,35"
2017-07-20,Przygoda i eksploracja,First Minute 2017,bYCMjbhZ,przygoda,66538,18726,"28,14","2558,65","16,61"
2020-12-16,Luksusowe podróże,First Minute 2020,mfZtINBl,wysoki standard,89533,79206,"88,47","725,69","11,58"
2022-10-13,Przygoda i eksploracja,Last Minute 2022,X4AFemUy,sport,68349,32118,"46,99","3960,60","4,61"
2019-02-27,Wakacje budżetowe,Last Minute 2019,DXeTW1X9,oferty specjalne,40188,33072,"82,29","4828,54","20,23"
2024-10-19,Wakacje dla par,Pakiety Wakacyjne 2024,4C76zNw0,relaks i wellness,91689,75683,"82,54","140,04","24,07"
2023-04-23,Wakacje dla seniorów,Oferty Specjalne 2023,Hn7hMlbW,relaks i wellness,74745,70452,"94,26","4388,70","17,91"
2019-01-10,Rodzinne wakacje,Nowe Destynacje 2019,DwBqjzu5,rodzinne wakacje,13926,2233,"16,03","2884,80","8,35"
2015-03-09,Rodzinne wakacje,Oferty Specjalne 2015,WYQZFGJO,dla dzieci,13596,6434,"47,32","4887,81","4,26"
2018-04-13,Rodzinne wakacje,All Inclusive 2018,ovj9ZTMt,dla dzieci,92073,26014,"28,25","1001,10","21,09"
2023-01-02,Wakacje z dziećmi,Last Minute 2023,dUeGkWBT,animacje dla dzieci,49568,42643,"86,03","1378,21","26,73"
2022-05-31,Rodzinne wakacje,Pakiety Wakacyjne 2022,C4tnO6Qc,dla dzieci,72764,1722,"2,37","2083,94","0,59"
2019-11-06,Wakacje dla seniorów,Last Minute 2019,xtbOClvD,relaks i wellness,21526,4902,"22,77","1164,71","20,27"
2024-12-02,Wakacje dla par,All Inclusive 2024,G7cuakkF,relaks i wellness,8101,5547,"68,47","2411,37","7,78"
2020-03-16,Wakacje budżetowe,All Inclusive 2020,8t43D3la,oszczędne podróże,87593,15236,"17,39","2727,52","12,68"
2015-12-13,Wakacje dla par,Nowe Destynacje 2015,7Ig8HArw,dla par,59282,31601,"53,31","4354,81","4,10"
2017-09-29,Wakacje budżetowe,Oferty Specjalne 2017,Efqp2an9,oszczędne podróże,21976,7198,"32,75","3954,30","27,36"
2024-10-01,Rodzinne wakacje,First Minute 2024,cUs4hMnO,rodzinne wakacje,82034,72735,"88,66","1732,61","20,58"
2015-07-17,Relaks i wellness,Nowe Destynacje 2015,SNefY9vu,relaks i wellness,60487,42818,"70,79","2602,41","28,85"
2022-02-20,Wakacje dla seniorów,Last Minute 2022,0zTdUXEm,relaks i wellness,68262,5164,"7,56","4713,35","17,03"
2016-04-10,Luksusowe podróże,Last Minute 2016,MlxrOACa,relaks,86817,14051,"16,18","3685,93","21,05"
2021-06-26,Wakacje budżetowe,Oferty Specjalne 2021,rtORciUq,budżetowe wakacje,87706,52808,"60,21","854,75","25,71"
2024-04-15,Wakacje budżetowe,Oferty Specjalne 2024,jAGz1XEh,budżetowe wakacje,79636,35181,"44,18","2683,04","18,83"
2023-06-02,Wakacje dla seniorów,Last Minute 2023,gXRCDrML,relaks i wellness,65097,30271,"46,50","3849,73","11,25"
2016-07-14,Egzotyczne destynacje,Oferty Specjalne 2016,WZCW24Oh,eksploracja,84303,16382,"19,43","3766,82","10,71"
2016-12-01,Przygoda i eksploracja,First Minute 2016,LzTQnakp,ekstremalne,85710,20996,"24,50","1173,64","13,81"
2020-08-04,Luksusowe podróże,Oferty Specjalne 2020,DQy0RhV0,luksusowe podróże,9095,6880,"75,65","4338,52","21,35"
2015-10-13,Wakacje dla seniorów,Pakiety Wakacyjne 2015,5o5IjZB8,dla seniorów,62468,11518,"18,44","3425,55","23,82"
2024-01-10,Luksusowe podróże,First Minute 2024,4zMmeZMS,5-gwiazdek,63677,19055,"29,92","4293,40","21,38"
2016-03-06,Wakacje z dziećmi,Oferty Specjalne 2016,ENyse1M1,rodzinne wakacje,77970,71885,"92,20","1303,70","21,97"
2024-05-23,Wakacje dla par,Pakiety Wakacyjne 2024,ZtPbPnPK,relaks i wellness,66162,61202,"92,50","361,10","14,27"
2017-09-05,Wakacje budżetowe,First Minute 2017,xII4SPMe,oferty specjalne,72149,54364,"75,35","2959,69","12,55"
2017-07-21,Wakacje dla seniorów,First Minute 2017,N2Dp4GEx,relaks i wellness,17062,2784,"16,32","4753,23","0,17"
2019-05-06,Wakacje budżetowe,First Minute 2019,Jq1R234Y,oszczędne podróże,56887,16035,"28,19","4980,04","8,41"
2022-01-12,Wakacje budżetowe,Last Minute 2022,wrvDyO9R,oszczędne podróże,7365,6551,"88,95","785,20","1,00"
2023-12-07,Wakacje z dziećmi,Oferty Specjalne 2023,gKPk6Hzo,animacje dla dzieci,59311,12927,"21,80","696,59","25,20"
2016-04-02,Egzotyczne destynacje,Pakiety Wakacyjne 2016,XPSWcGrg,nieodkryte miejsca,11074,10907,"98,49","343,66","23,60"
2020-07-13,Relaks i wellness,All Inclusive 2020,IuMor7XH,spa,73340,29273,"39,91","2049,15","4,59"
2021-08-15,Wakacje z dziećmi,All Inclusive 2021,nqFuHW7M,dla dzieci,73889,13103,"17,73","4735,83","1,77"
2018-10-27,Wakacje dla seniorów,All Inclusive 2018,iSs1wFOu,spokojne wakacje,40194,3678,"9,15","512,59","9,65"
2021-03-06,Wakacje dla seniorów,Last Minute 2021,Snwzy2th,spokojne wakacje,26038,282,"1,08","2698,70","12,32"
2023-04-11,Wakacje budżetowe,All Inclusive 2023,XPmIRYPB,oferty specjalne,70443,420,"0,60","423,49","11,56"
2015-06-06,Wakacje dla par,Pakiety Wakacyjne 2015,LFMxW6P5,dla par,19616,18462,"94,12","4923,95","18,84"
2021-06-24,Wakacje dla par,First Minute 2021,JBsjXcFU,luksusowe podróże,42995,8206,"19,09","2489,35","20,83"
2020-10-19,Luksusowe podróże,Nowe Destynacje 2020,lzdwBW58,5-gwiazdek,36951,24084,"65,18","2539,64","3,57"
2015-06-05,Przygoda i eksploracja,Oferty Specjalne 2015,XRpHkxk7,sport,16540,4489,"27,14","2654,05","18,38"
2024-08-06,Wakacje z dziećmi,Pakiety Wakacyjne 2024,rTIArzvM,rodzinne wakacje,90301,53311,"59,04","1726,34","4,57"
2019-11-06,Wakacje dla seniorów,All Inclusive 2019,dnW0MgCF,dla seniorów,34130,6140,"17,99","4245,21","23,99"
2018-04-30,Wakacje dla par,Nowe Destynacje 2018,uWMd8vmR,dla par,46494,6302,"13,55","77,96","15,88"
2021-07-25,Wakacje dla par,Pakiety Wakacyjne 2021,shoNsy03,relaks i wellness,59324,29121,"49,09","4732,40","8,27"
2024-12-27,Wakacje z dziećmi,Pakiety Wakacyjne 2024,Yfcl8tb3,animacje dla dzieci,3940,2721,"69,06","1733,71","25,66"
2021-08-22,Wakacje dla par,Oferty Specjalne 2021,RFavSOLi,dla par,74891,64151,"85,66","4161,42","28,15"
2020-12-17,Przygoda i eksploracja,Oferty Specjalne 2020,CGmSp67s,przygoda,34951,3434,"9,83","1115,51","2,68"
2020-11-09,Relaks i wellness,Pakiety Wakacyjne 2020,IGi7Cb3a,joga,6282,1132,"18,02","2319,04","9,59"
2022-01-27,Wakacje dla seniorów,Nowe Destynacje 2022,YTDzzpb1,spokojne wakacje,97780,1155,"1,18","4743,20","17,40"
2016-06-13,Wakacje dla seniorów,Nowe Destynacje 2016,cIIVUHaf,spokojne wakacje,7865,5636,"71,66","1664,30","26,76"
2015-11-25,Przygoda i eksploracja,All Inclusive 2015,jLz9kJ5J,aktywne wakacje,6986,5230,"74,86","3759,94","21,92"
2020-05-10,Egzotyczne destynacje,Oferty Specjalne 2020,gCeNqGqC,plaże,39429,13027,"33,04","2396,76","21,92"
2022-03-18,Rodzinne wakacje,Oferty Specjalne 2022,Li7TFj14,dla dzieci,62925,16304,"25,91","4083,97","12,20"
2017-09-23,Wakacje budżetowe,All Inclusive 2017,FbqpccFL,oszczędne podróże,75777,72408,"95,55","3458,33","4,08"
2016-06-01,Przygoda i eksploracja,Nowe Destynacje 2016,gswkM0ze,ekstremalne,30504,18266,"59,88","3677,87","3,40"
2023-11-25,Wakacje budżetowe,Oferty Specjalne 2023,9qDvESqy,oszczędne podróże,35350,11662,"32,99","416,68","3,93"
2019-10-13,Wakacje dla par,All Inclusive 2019,d2WAJPL6,romantyczne,92715,64379,"69,44","1460,18","17,57"
2018-06-03,Przygoda i eksploracja,Oferty Specjalne 2018,SzdJA64j,ekstremalne,55123,17213,"31,23","2967,44","14,86"
2021-12-03,Przygoda i eksploracja,First Minute 2021,BrAywNT2,aktywne wakacje,79194,65404,"82,59","4974,67","9,60"
2020-12-16,Wakacje budżetowe,Last Minute 2020,YJe1iF93,oferty specjalne,8236,5542,"67,29","2389,50","29,44"
2020-11-15,Przygoda i eksploracja,All Inclusive 2020,GzUtIh0V,ekstremalne,32546,19291,"59,27","346,28","16,78"
2015-05-16,Relaks i wellness,First Minute 2015,QruwjsWl,zdrowie,88496,59409,"67,13","856,76","1,47"
2018-02-02,Wakacje z dziećmi,Nowe Destynacje 2018,sYpU3vLX,animacje dla dzieci,86303,65896,"76,35","264,36","21,95"
2023-07-05,Przygoda i eksploracja,All Inclusive 2023,tqTQYd3Y,przygoda,22653,19682,"86,88","4858,94","25,27"
2020-08-07,Wakacje dla par,Last Minute 2020,8eeRPRLg,romantyczne,40418,28366,"70,18","133,64","24,50"
2016-07-18,Przygoda i eksploracja,First Minute 2016,5hD7iukk,egzotyka,88714,47456,"53,49","4317,01","13,47"
2018-04-26,Wakacje budżetowe,Nowe Destynacje 2018,IQ29RAUj,oszczędne podróże,73346,61805,"84,26","3784,30","7,99"
2021-10-01,Przygoda i eksploracja,Pakiety Wakacyjne 2021,JOhy9qhk,przygoda,30393,4762,"15,67","1943,42","19,89"
2019-03-15,Przygoda i eksploracja,First Minute 2019,DBNelULu,egzotyka,48296,4157,"8,61","2057,62","15,82"
2021-09-22,Wakacje z dziećmi,Pakiety Wakacyjne 2021,8oPM5sVq,animacje dla dzieci,78443,54623,"69,63","595,67","13,45"
2015-06-17,Wakacje dla seniorów,Pakiety Wakacyjne 2015,dNiRaNMg,dla seniorów,58756,55162,"93,88","3986,21","15,04"
2020-04-16,Wakacje z dziećmi,Oferty Specjalne 2020,fvzBrKh3,dla dzieci,56628,391,"0,69","1431,69","5,66"
2017-05-05,Wakacje budżetowe,First Minute 2017,XRBBnKI3,oferty specjalne,73874,28281,"38,28","1928,01","13,42"
2016-11-08,Wakacje budżetowe,First Minute 2016,fNM15gSJ,oszczędne podróże,48860,21068,"43,12","4924,83","18,79"
2023-11-14,Wakacje budżetowe,Last Minute 2023,8fi1sd8A,oferty specjalne,24333,9165,"37,66","2979,88","19,51"
2016-02-21,Wakacje dla par,Pakiety Wakacyjne 2016,pdsEK3oV,dla par,27647,2452,"8,87","140,48","22,02"
2016-11-07,Luksusowe podróże,Nowe Destynacje 2016,42MaIf17,5-gwiazdek,17706,5291,"29,88","2769,97","5,10"
2020-01-25,Wakacje budżetowe,First Minute 2020,7cQeF7a3,budżetowe wakacje,58243,52852,"90,74","3529,87","13,27"
2019-03-21,Egzotyczne destynacje,All Inclusive 2019,5YUG46TY,plaże,83643,15304,"18,30","4232,53","1,13"
2015-09-13,Wakacje budżetowe,Last Minute 2015,2i1FBoZH,oferty specjalne,67244,57498,"85,51","190,74","18,14"
2015-06-24,Rodzinne wakacje,Nowe Destynacje 2015,MI4bxEME,dla dzieci,27417,18607,"67,87","472,28","1,65"
2017-12-15,Wakacje z dziećmi,Oferty Specjalne 2017,o7mL8ygB,animacje dla dzieci,25315,14670,"57,95","545,47","2,61"
2023-04-03,Luksusowe podróże,Nowe Destynacje 2023,wdCrf0le,luksusowe podróże,16898,231,"1,37","2406,38","29,43"
2021-12-24,Rodzinne wakacje,Pakiety Wakacyjne 2021,dzw9nt5x,dla dzieci,80945,39136,"48,35","266,46","19,79"
2018-12-03,Wakacje z dziećmi,Nowe Destynacje 2018,hJq1SySC,rodzinne wakacje,71718,40229,"56,09","4700,29","21,79"
2016-06-27,Przygoda i eksploracja,Oferty Specjalne 2016,77BlnTUI,sport,91916,6225,"6,77","1184,35","1,06"
2023-06-07,Wakacje budżetowe,Nowe Destynacje 2023,eHicJ0on,oferty specjalne,82958,34238,"41,27","3087,58","21,92"
2016-06-02,Wakacje dla par,First Minute 2016,XwatPreq,dla par,57424,54905,"95,61","555,48","21,06"
2017-11-14,Wakacje budżetowe,Nowe Destynacje 2017,SnPj8Mbp,oszczędne podróże,57771,31823,"55,08","2628,24","24,52"
2020-07-06,Luksusowe podróże,First Minute 2020,Av4wRUA1,relaks,42249,37185,"88,01","4192,85","22,94"
2023-06-16,Przygoda i eksploracja,Nowe Destynacje 2023,PA9kCtPZ,ekstremalne,98598,39417,"39,98","4665,51","2,60"
2024-11-08,Wakacje dla seniorów,Nowe Destynacje 2024,2dkG08lm,relaks i wellness,87818,71365,"81,26","117,14","24,15"
2016-07-18,Wakacje dla seniorów,First Minute 2016,XetKhpv4,spokojne wakacje,65473,42546,"64,98","2732,83","7,53"
2016-06-03,Relaks i wellness,Oferty Specjalne 2016,eRgWCj6W,relaks i wellness,77048,11652,"15,12","3637,47","17,60"
2019-03-29,Wakacje z dziećmi,Last Minute 2019,sJpKUo4C,rodzinne wakacje,11392,10711,"94,02","3455,03","17,17"
2020-03-17,Wakacje budżetowe,Pakiety Wakacyjne 2020,EWJKhyNr,budżetowe wakacje,28525,20937,"73,40","2390,28","3,31"
2022-09-19,Relaks i wellness,All Inclusive 2022,SGvBALbi,joga,2302,164,"7,12","3976,19","19,78"
2023-07-08,Wakacje dla par,Oferty Specjalne 2023,JfeJedLY,luksusowe podróże,15005,14938,"99,55","3286,89","19,34"
2024-10-05,Rodzinne wakacje,Pakiety Wakacyjne 2024,XuuSaZZg,dla dzieci,41203,27016,"65,57","3920,59","17,76"
2018-05-05,Relaks i wellness,Oferty Specjalne 2018,OeILtRbl,spa,43364,12991,"29,96","4895,90","6,53"
2019-01-30,Egzotyczne destynacje,Oferty Specjalne 2019,1OPURvxe,nieodkryte miejsca,10471,783,"7,48","1090,98","2,76"
2023-02-25,Przygoda i eksploracja,Nowe Destynacje 2023,G95azz87,sport,11688,3044,"26,04","784,42","20,04"
2018-06-09,Przygoda i eksploracja,Nowe Destynacje 2018,WxdvUxmc,aktywne wakacje,50815,13352,"26,28","4800,62","15,26"
2021-05-08,Wakacje z dziećmi,First Minute 2021,wyMC4jER,dla dzieci,73268,19632,"26,79","3144,86","1,76"
